code,title,points_r1_2021,points_r1_2021_info,points_r1_2020,points_r1_2020_info,points_r1_2019,points_r1_2019_info,points_r1_2021-2020,points_r1_2020-2019,points_r1_2021-2019,2021vs2020,2020vs2019,2021vs2019
TU986,Print Media Technology and Management,,,289.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU989,Early Childhood Care and Education (campus options,270.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU991,Applied Social Studies in Social Care,326.0,,325.0,,,,1.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU992,Community Development and Youth Work,251.0,,251.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU993,Early Childhood Care and Education,,,270.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU994,Early Childhood Care and Education,,,321.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU995,Early Childhood Education,378.0,,367.0,,,,11.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU996,Social Care,407.0,,400.0,,,,7.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU997,Applied Social Care,320.0,,310.0,,,,10.0,,,Increase,Course Ran For One Year,Course Ran For One Year
WD001,Applied Computing (options),270.0,,260.0,,358.0,,10.0,-98.0,-88.0,Increase,Decrease,Decrease
WD002,Science (options),279.0,,308.0,,377.0,,-29.0,-69.0,-98.0,Decrease,Decrease,Decrease
WD005,Health Sciences (options),271.0,,280.0,,347.0,,-9.0,-67.0,-76.0,Decrease,Decrease,Decrease
WD006,Exercise Sciences (options),270.0,,280.0,,337.0,,-10.0,-57.0,-67.0,Decrease,Decrease,Decrease
WD007,Engineering (options),270.0,,288.0,,382.0,,-18.0,-94.0,-112.0,Decrease,Decrease,Decrease
WD025,Construction Management and Engineering,262.0,,269.0,,327.0,,-7.0,-58.0,-65.0,Decrease,Decrease,Decrease
WD027,Music,321.0,Test/Portfolio,262.0,,317.0,Test/Portfolio,59.0,-55.0,4.0,Increase,Decrease,Increase
WD048,Business (options),279.0,,271.0,,357.0,,8.0,-86.0,-78.0,Increase,Decrease,Decrease
WD084,Accounting,308.0,,308.0,,403.0,,0.0,-95.0,-95.0,No Change,Decrease,Decrease
WD091,Hospitality Management,225.0,,228.0,,281.0,,-3.0,-53.0,-56.0,Decrease,Decrease,Decrease
WD116,General Nursing,446.0,,422.0,,430.0,,24.0,-8.0,16.0,Increase,Decrease,Increase
WD117,Psychiatric Nursing,415.0,,366.0,,382.0,,49.0,-16.0,33.0,Increase,Decrease,Increase
WD120,Intellectual Disability Nursing,390.0,,377.0,,359.0,,13.0,18.0,31.0,Increase,Increase,Increase
WD134,International Business,267.0,,290.0,,350.0,,-23.0,-60.0,-83.0,Decrease,Decrease,Decrease
WD137,Design (Visual Communications),252.0,,271.0,,373.0,,-19.0,-102.0,-121.0,Decrease,Decrease,Decrease
WD140,Laws,280.0,,280.0,,352.0,,0.0,-72.0,-72.0,No Change,Decrease,Decrease
WD144,Architecture,309.0,,284.0,,385.0,,25.0,-101.0,-76.0,Increase,Decrease,Decrease
WD147,Pharmaceutical Science,288.0,,293.0,,363.0,,-5.0,-70.0,-75.0,Decrease,Decrease,Decrease
WD148,Tourism Marketing,,,,,338.0,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
WD149,Early Childhood Studies,,,271.0,,336.0,,,-65.0,,Course Ran For One Year,Decrease,Course Ran For One Year
WD150,Criminal Justice Studies,280.0,,270.0,,311.0,,10.0,-41.0,-31.0,Increase,Decrease,Decrease
WD152,Visual Art,243.0,,,All Qualified Applicants,323.0,,,,-80.0,Course Ran For One Year,Course Ran For One Year,Decrease
WD161,Computer Forensics and Security,270.0,,255.0,,401.0,,15.0,-146.0,-131.0,Increase,Decrease,Decrease
WD162,Quantity Surveying,226.0,,216.0,,320.0,,10.0,-104.0,-94.0,Increase,Decrease,Decrease
WD163,Psychology,456.0,,434.0,,429.0,,22.0,5.0,27.0,Increase,Increase,Increase
WD186,Sports Coaching and Performance,261.0,,270.0,,327.0,,-9.0,-57.0,-66.0,Decrease,Decrease,Decrease
WD187,Social Science,276.0,,272.0,,321.0,,4.0,-49.0,-45.0,Increase,Decrease,Decrease
WD191,Agricultural Science,377.0,,377.0,,421.0,,0.0,-44.0,-44.0,No Change,Decrease,Decrease
WD192,Social Care Practice,271.0,,270.0,,323.0,,1.0,-53.0,-52.0,Increase,Decrease,Decrease
WD193,Marketing and Digital Media,279.0,,271.0,,358.0,,8.0,-87.0,-79.0,Increase,Decrease,Decrease
WD194,Culinary Arts,237.0,,217.0,,331.0,,20.0,-114.0,-94.0,Increase,Decrease,Decrease
WD195,Architectural and Building Information Modelling T,279.0,,279.0,,305.0,,0.0,-26.0,-26.0,No Change,Decrease,Decrease
WD200,Arts (options),201.0,,,All Qualified Applicants,296.0,,,,-95.0,Course Ran For One Year,Course Ran For One Year,Decrease
WD210,Software Systems Development,260.0,,279.0,,329.0,,-19.0,-50.0,-69.0,Decrease,Decrease,Decrease
WD211,Creative Computing,270.0,,271.0,,322.0,,-1.0,-51.0,-52.0,Decrease,Decrease,Decrease
WD212,Recreation and Sport Management,262.0,,270.0,,311.0,,-8.0,-41.0,-49.0,Decrease,Decrease,Decrease
WD230,Mechanical and Manufacturing Engineering,230.0,,253.0,,348.0,,-23.0,-95.0,-118.0,Decrease,Decrease,Decrease
WD231,Early Childhood Care and Education,266.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
WD232,Business Information Systems,261.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
